date,channel,campaign,audience,campaign_type,target_market,startup_stage,industry,message_variant,landing_page_variant,impressions,clicks,spend,landing_page_visits,leads,qualified_leads,quote_starts,quotes_completed,policies_bound,premium,cpc,ctr,lp_conversion_rate,qual_rate,cpl,cpql,cac,roas,day_of_week,is_weekend,experiment_id,variant_role,notes,data_source
2026-06-02,LinkedIn,C-LNK-ENT,ai_founders,prospecting,NYC,seed,ai_saas,enterprise,enterprise_ready,3241,21,185.92,17,1,1,0,0,0,0.0,8.85,0.0065,0.0588,1.0,185.92,185.92,,0.0,1,False,,,,synthetic
2026-06-02,LinkedIn,C-LNK-FND,startup_operators,prospecting,Remote,seed,fintech,fundraising,enterprise_ready,1500,9,73.87,8,1,1,0,0,0,0.0,8.21,0.006,0.125,1.0,73.87,73.87,,0.0,1,False,,,,synthetic
2026-06-02,Meta,C-MTA-GEN,ai_founders,prospecting,Remote,pre_seed,ai_infra,generic,generic,2319,32,131.07,27,0,0,0,0,0,0.0,4.1,0.0138,0.0,0.0,,,,0.0,1,False,,,,synthetic
2026-06-02,Meta,C-MTA-AI,saas_founders,prospecting,Remote,pre_seed,ai_saas,enterprise,ai_focused,1282,15,69.22,13,1,0,0,0,0,0.0,4.61,0.0117,0.0769,0.0,69.22,,,0.0,1,False,,,,synthetic
2026-06-02,Meta,C-MTA-RET,retargeting,retargeting,Remote,seed,ai_saas,enterprise,enterprise_ready,119,4,11.95,4,1,1,1,1,1,4901.91,2.99,0.0336,0.25,1.0,11.95,11.95,11.95,410.2017,1,False,,,,synthetic
2026-06-02,Google Search,C-GGL-RET,retargeting,retargeting,Remote,seed,ai_saas,generic,generic,253,8,47.18,5,2,1,0,0,0,0.0,5.9,0.0316,0.4,0.5,23.59,47.18,,0.0,1,False,,,,synthetic
2026-06-03,Google Search,C-GGL-ENT,ai_founders,prospecting,SF Bay,seed,ai_saas,enterprise,enterprise_ready,289,13,140.85,10,1,1,1,0,0,0.0,10.83,0.045,0.1,1.0,140.85,140.85,,0.0,2,False,ent_vs_gen_ggl,treatment,,synthetic
2026-06-03,Google Search,C-GGL-GEN,saas_founders,prospecting,Remote,pre_seed,ai_saas,generic,generic,270,18,149.24,14,2,1,0,0,0,0.0,8.29,0.0667,0.1429,0.5,74.62,149.24,,0.0,2,False,ent_vs_gen_ggl,control,,synthetic
2026-06-03,LinkedIn,C-LNK-ENT,ai_founders,prospecting,NYC,seed,ai_saas,enterprise,enterprise_ready,3086,20,182.19,16,1,1,1,1,0,0.0,9.11,0.0065,0.0625,1.0,182.19,182.19,,0.0,2,False,,,,synthetic
2026-06-03,LinkedIn,C-LNK-FND,startup_operators,prospecting,Remote,seed,fintech,fundraising,enterprise_ready,1833,11,82.04,8,0,0,0,0,0,0.0,7.46,0.006,0.0,0.0,,,,0.0,2,False,,,,synthetic
2026-06-03,Meta,C-MTA-GEN,ai_founders,prospecting,Remote,pre_seed,ai_infra,generic,generic,2391,33,134.22,29,3,0,0,0,0,0.0,4.07,0.0138,0.1034,0.0,44.74,,,0.0,2,False,,,,synthetic
2026-06-03,Meta,C-MTA-AI,saas_founders,prospecting,Remote,pre_seed,ai_saas,enterprise,ai_focused,1624,19,76.47,15,0,0,0,0,0,0.0,4.02,0.0117,0.0,0.0,,,,0.0,2,False,,,,synthetic
2026-06-03,Meta,C-MTA-RET,retargeting,retargeting,Remote,seed,ai_saas,enterprise,enterprise_ready,119,4,11.93,3,2,2,1,1,1,4729.56,2.98,0.0336,0.6667,1.0,5.96,5.96,11.93,396.4426,2,False,,,,synthetic
2026-06-03,Google Search,C-GGL-RET,retargeting,retargeting,Remote,seed,ai_saas,generic,generic,253,8,48.41,8,3,2,0,0,0,0.0,6.05,0.0316,0.375,0.6667,16.14,24.2,,0.0,2,False,,,,synthetic
2026-06-04,Google Search,C-GGL-ENT,ai_founders,prospecting,SF Bay,seed,ai_saas,enterprise,enterprise_ready,356,16,169.1,11,1,0,0,0,0,0.0,10.57,0.0449,0.0909,0.0,169.1,,,0.0,3,False,ent_vs_gen_ggl,treatment,,synthetic
2026-06-04,Google Search,C-GGL-GEN,saas_founders,prospecting,Remote,pre_seed,ai_saas,generic,generic,255,17,144.48,11,0,0,0,0,0,0.0,8.5,0.0667,0.0,0.0,,,,0.0,3,False,ent_vs_gen_ggl,control,,synthetic
2026-06-04,LinkedIn,C-LNK-ENT,ai_founders,prospecting,NYC,seed,ai_saas,enterprise,enterprise_ready,2932,19,160.26,13,2,1,0,0,0,0.0,8.43,0.0065,0.1538,0.5,80.13,160.26,,0.0,3,False,,,,synthetic
2026-06-04,LinkedIn,C-LNK-FND,startup_operators,prospecting,Remote,seed,fintech,fundraising,enterprise_ready,1667,10,80.97,7,0,0,0,0,0,0.0,8.1,0.006,0.0,0.0,,,,0.0,3,False,,,,synthetic
2026-06-04,Meta,C-MTA-GEN,ai_founders,prospecting,Remote,pre_seed,ai_infra,generic,generic,2681,37,149.53,25,2,0,0,0,0,0.0,4.04,0.0138,0.08,0.0,74.77,,,0.0,3,False,,,,synthetic
2026-06-04,Meta,C-MTA-AI,saas_founders,prospecting,Remote,pre_seed,ai_saas,enterprise,ai_focused,1453,17,75.12,12,2,0,0,0,0,0.0,4.42,0.0117,0.1667,0.0,37.56,,,0.0,3,False,,,,synthetic
2026-06-04,Meta,C-MTA-RET,retargeting,retargeting,Remote,seed,ai_saas,enterprise,enterprise_ready,119,4,11.78,4,0,0,0,0,0,0.0,2.94,0.0336,0.0,0.0,,,,0.0,3,False,,,,synthetic
2026-06-04,Google Search,C-GGL-RET,retargeting,retargeting,Remote,seed,ai_saas,generic,generic,253,8,48.31,7,0,0,0,0,0,0.0,6.04,0.0316,0.0,0.0,,,,0.0,3,False,,,,synthetic
2026-06-05,Google Search,C-GGL-ENT,ai_founders,prospecting,SF Bay,seed,ai_saas,enterprise,enterprise_ready,311,14,144.89,12,3,1,1,0,0,0.0,10.35,0.045,0.25,0.3333,48.3,144.89,,0.0,4,False,ent_vs_gen_ggl,treatment,,synthetic
2026-06-05,Google Search,C-GGL-GEN,saas_founders,prospecting,Remote,pre_seed,ai_saas,generic,generic,240,16,143.09,12,4,1,1,0,0,0.0,8.94,0.0667,0.3333,0.25,35.77,143.09,,0.0,4,False,ent_vs_gen_ggl,control,,synthetic
2026-06-05,LinkedIn,C-LNK-ENT,ai_founders,prospecting,NYC,seed,ai_saas,enterprise,enterprise_ready,2623,17,144.87,15,1,0,0,0,0,0.0,8.52,0.0065,0.0667,0.0,144.87,,,0.0,4,False,,,,synthetic
2026-06-05,LinkedIn,C-LNK-FND,startup_operators,prospecting,Remote,seed,fintech,fundraising,enterprise_ready,1333,8,63.15,6,1,1,1,1,1,3147.22,7.89,0.006,0.1667,1.0,63.15,63.15,63.15,49.8372,4,False,,,,synthetic
2026-06-05,Meta,C-MTA-GEN,ai_founders,prospecting,Remote,pre_seed,ai_infra,generic,generic,2101,29,109.96,20,3,0,0,0,0,0.0,3.79,0.0138,0.15,0.0,36.65,,,0.0,4,False,,,,synthetic
2026-06-05,Meta,C-MTA-AI,saas_founders,prospecting,Remote,pre_seed,ai_saas,enterprise,ai_focused,1282,15,61.64,11,0,0,0,0,0,0.0,4.11,0.0117,0.0,0.0,,,,0.0,4,False,,,,synthetic
2026-06-05,Meta,C-MTA-RET,retargeting,retargeting,Remote,seed,ai_saas,enterprise,enterprise_ready,119,4,13.12,4,0,0,0,0,0,0.0,3.28,0.0336,0.0,0.0,,,,0.0,4,False,,,,synthetic
2026-06-05,Google Search,C-GGL-RET,retargeting,retargeting,Remote,seed,ai_saas,generic,generic,253,8,52.25,8,0,0,0,0,0,0.0,6.53,0.0316,0.0,0.0,,,,0.0,4,False,,,,synthetic
2026-06-06,Google Search,C-GGL-ENT,ai_founders,prospecting,SF Bay,seed,ai_saas,enterprise,enterprise_ready,311,14,151.39,12,0,0,0,0,0,0.0,10.81,0.045,0.0,0.0,,,,0.0,5,True,ent_vs_gen_ggl,treatment,,synthetic
2026-06-06,Google Search,C-GGL-GEN,saas_founders,prospecting,Remote,pre_seed,ai_saas,generic,generic,255,17,146.46,16,2,1,0,0,0,0.0,8.62,0.0667,0.125,0.5,73.23,146.46,,0.0,5,True,ent_vs_gen_ggl,control,,synthetic
2026-06-06,LinkedIn,C-LNK-ENT,ai_founders,prospecting,NYC,seed,ai_saas,enterprise,enterprise_ready,926,6,54.06,4,0,0,0,0,0,0.0,9.01,0.0065,0.0,0.0,,,,0.0,5,True,,,,synthetic
2026-06-06,LinkedIn,C-LNK-FND,startup_operators,prospecting,Remote,seed,fintech,fundraising,enterprise_ready,1000,6,51.84,5,0,0,0,0,0,0.0,8.64,0.006,0.0,0.0,,,,0.0,5,True,,,,synthetic
2026-06-06,Meta,C-MTA-GEN,ai_founders,prospecting,Remote,pre_seed,ai_infra,generic,generic,1014,14,56.8,9,0,0,0,0,0,0.0,4.06,0.0138,0.0,0.0,,,,0.0,5,True,,,,synthetic
2026-06-06,Meta,C-MTA-AI,saas_founders,prospecting,Remote,pre_seed,ai_saas,enterprise,ai_focused,1026,12,51.06,7,1,0,0,0,0,0.0,4.25,0.0117,0.1429,0.0,51.06,,,0.0,5,True,,,,synthetic
2026-06-06,Meta,C-MTA-RET,retargeting,retargeting,Remote,seed,ai_saas,enterprise,enterprise_ready,119,4,11.86,4,2,2,2,1,0,0.0,2.96,0.0336,0.5,1.0,5.93,5.93,,0.0,5,True,,,,synthetic
2026-06-06,Google Search,C-GGL-RET,retargeting,retargeting,Remote,seed,ai_saas,generic,generic,253,8,48.88,8,1,1,0,0,0,0.0,6.11,0.0316,0.125,1.0,48.88,48.88,,0.0,5,True,,,,synthetic
2026-06-07,Google Search,C-GGL-ENT,ai_founders,prospecting,SF Bay,seed,ai_saas,enterprise,enterprise_ready,289,13,140.88,8,3,2,2,1,1,4916.82,10.84,0.045,0.375,0.6667,46.96,70.44,140.88,34.9008,6,True,ent_vs_gen_ggl,treatment,,synthetic
2026-06-07,Google Search,C-GGL-GEN,saas_founders,prospecting,Remote,pre_seed,ai_saas,generic,generic,285,19,159.41,14,1,1,0,0,0,0.0,8.39,0.0667,0.0714,1.0,159.41,159.41,,0.0,6,True,ent_vs_gen_ggl,control,,synthetic
2026-06-07,LinkedIn,C-LNK-ENT,ai_founders,prospecting,NYC,seed,ai_saas,enterprise,enterprise_ready,772,5,47.69,5,1,1,0,0,0,0.0,9.54,0.0065,0.2,1.0,47.69,47.69,,0.0,6,True,,,,synthetic
2026-06-07,LinkedIn,C-LNK-FND,startup_operators,prospecting,Remote,seed,fintech,fundraising,enterprise_ready,1000,6,46.81,5,1,0,0,0,0,0.0,7.8,0.006,0.2,0.0,46.81,,,0.0,6,True,,,,synthetic
2026-06-07,Meta,C-MTA-GEN,ai_founders,prospecting,Remote,pre_seed,ai_infra,generic,generic,942,13,48.89,12,2,0,0,0,0,0.0,3.76,0.0138,0.1667,0.0,24.45,,,0.0,6,True,,,,synthetic
2026-06-07,Meta,C-MTA-AI,saas_founders,prospecting,Remote,pre_seed,ai_saas,enterprise,ai_focused,1111,13,51.86,9,1,1,0,0,0,0.0,3.99,0.0117,0.1111,1.0,51.86,51.86,,0.0,6,True,,,,synthetic
2026-06-07,Meta,C-MTA-RET,retargeting,retargeting,Remote,seed,ai_saas,enterprise,enterprise_ready,119,4,12.37,4,0,0,0,0,0,0.0,3.09,0.0336,0.0,0.0,,,,0.0,6,True,,,,synthetic
2026-06-07,Google Search,C-GGL-RET,retargeting,retargeting,Remote,seed,ai_saas,generic,generic,285,9,52.56,8,1,0,0,0,0,0.0,5.84,0.0316,0.125,0.0,52.56,,,0.0,6,True,,,,synthetic
2026-06-08,Google Search,C-GGL-ENT,ai_founders,prospecting,SF Bay,seed,ai_saas,enterprise,enterprise_ready,311,14,147.92,12,1,1,0,0,0,0.0,10.57,0.045,0.0833,1.0,147.92,147.92,,0.0,0,False,ent_vs_gen_ggl,treatment,,synthetic
2026-06-08,Google Search,C-GGL-GEN,saas_founders,prospecting,Remote,pre_seed,ai_saas,generic,generic,240,16,146.64,12,4,2,1,0,0,0.0,9.16,0.0667,0.3333,0.5,36.66,73.32,,0.0,0,False,ent_vs_gen_ggl,control,,synthetic
2026-06-08,LinkedIn,C-LNK-ENT,ai_founders,prospecting,NYC,seed,ai_saas,enterprise,enterprise_ready,2315,15,141.01,14,3,2,2,1,1,4790.99,9.4,0.0065,0.2143,0.6667,47.0,70.5,141.01,33.9762,0,False,,,,synthetic
2026-06-08,LinkedIn,C-LNK-FND,startup_operators,prospecting,Remote,seed,fintech,fundraising,enterprise_ready,1500,9,66.38,8,1,1,1,1,1,3370.52,7.38,0.006,0.125,1.0,66.38,66.38,66.38,50.7761,0,False,,,,synthetic
2026-06-08,Meta,C-MTA-GEN,ai_founders,prospecting,Remote,pre_seed,ai_infra,generic,generic,1667,23,92.46,19,4,0,0,0,0,0.0,4.02,0.0138,0.2105,0.0,23.11,,,0.0,0,False,,,,synthetic
2026-06-08,Meta,C-MTA-AI,saas_founders,prospecting,Remote,pre_seed,ai_saas,enterprise,ai_focused,1197,14,63.87,13,0,0,0,0,0,0.0,4.56,0.0117,0.0,0.0,,,,0.0,0,False,,,,synthetic
2026-06-08,Meta,C-MTA-RET,retargeting,retargeting,Remote,seed,ai_saas,enterprise,enterprise_ready,119,4,12.52,3,1,1,1,1,0,0.0,3.13,0.0336,0.3333,1.0,12.52,12.52,,0.0,0,False,,,,synthetic
2026-06-08,Google Search,C-GGL-RET,retargeting,retargeting,Remote,seed,ai_saas,generic,generic,285,9,47.88,9,3,0,0,0,0,0.0,5.32,0.0316,0.3333,0.0,15.96,,,0.0,0,False,,,,synthetic
2026-06-09,Google Search,C-GGL-ENT,ai_founders,prospecting,SF Bay,seed,ai_saas,enterprise,enterprise_ready,311,14,164.85,13,1,1,1,1,1,4431.79,11.78,0.045,0.0769,1.0,164.85,164.85,164.85,26.8838,1,False,ent_vs_gen_ggl,treatment,,synthetic
2026-06-09,Google Search,C-GGL-GEN,saas_founders,prospecting,Remote,pre_seed,ai_saas,generic,generic,270,18,142.22,16,1,1,1,0,0,0.0,7.9,0.0667,0.0625,1.0,142.22,142.22,,0.0,1,False,ent_vs_gen_ggl,control,,synthetic
2026-06-09,LinkedIn,C-LNK-ENT,ai_founders,prospecting,NYC,seed,ai_saas,enterprise,enterprise_ready,2778,18,166.23,12,2,2,2,0,0,0.0,9.23,0.0065,0.1667,1.0,83.11,83.11,,0.0,1,False,,,,synthetic
2026-06-09,LinkedIn,C-LNK-FND,startup_operators,prospecting,Remote,seed,fintech,fundraising,enterprise_ready,1500,9,73.71,7,1,1,0,0,0,0.0,8.19,0.006,0.1429,1.0,73.71,73.71,,0.0,1,False,,,,synthetic
2026-06-09,Meta,C-MTA-GEN,ai_founders,prospecting,Remote,pre_seed,ai_infra,generic,generic,2101,29,122.47,22,5,0,0,0,0,0.0,4.22,0.0138,0.2273,0.0,24.49,,,0.0,1,False,,,,synthetic
2026-06-09,Meta,C-MTA-AI,saas_founders,prospecting,Remote,pre_seed,ai_saas,enterprise,ai_focused,1368,16,79.21,14,0,0,0,0,0,0.0,4.95,0.0117,0.0,0.0,,,,0.0,1,False,,,,synthetic
2026-06-09,Meta,C-MTA-RET,retargeting,retargeting,Remote,seed,ai_saas,enterprise,enterprise_ready,119,4,11.52,3,1,1,1,1,0,0.0,2.88,0.0336,0.3333,1.0,11.52,11.52,,0.0,1,False,,,,synthetic
2026-06-09,Google Search,C-GGL-RET,retargeting,retargeting,Remote,seed,ai_saas,generic,generic,253,8,47.48,7,0,0,0,0,0,0.0,5.93,0.0316,0.0,0.0,,,,0.0,1,False,,,,synthetic
2026-06-10,Google Search,C-GGL-ENT,ai_founders,prospecting,SF Bay,seed,ai_saas,enterprise,enterprise_ready,311,14,151.45,10,2,2,1,0,0,0.0,10.82,0.045,0.2,1.0,75.72,75.72,,0.0,2,False,ent_vs_gen_ggl,treatment,,synthetic
2026-06-10,Google Search,C-GGL-GEN,saas_founders,prospecting,Remote,pre_seed,ai_saas,generic,generic,240,16,154.26,13,3,2,2,1,0,0.0,9.64,0.0667,0.2308,0.6667,51.42,77.13,,0.0,2,False,ent_vs_gen_ggl,control,,synthetic
2026-06-10,LinkedIn,C-LNK-ENT,ai_founders,prospecting,NYC,seed,ai_saas,enterprise,enterprise_ready,3395,22,190.01,17,0,0,0,0,0,0.0,8.64,0.0065,0.0,0.0,,,,0.0,2,False,,,,synthetic
2026-06-10,LinkedIn,C-LNK-FND,startup_operators,prospecting,Remote,seed,fintech,fundraising,enterprise_ready,1833,11,89.82,9,0,0,0,0,0,0.0,8.17,0.006,0.0,0.0,,,,0.0,2,False,,,,synthetic
2026-06-10,Meta,C-MTA-GEN,ai_founders,prospecting,Remote,pre_seed,ai_infra,generic,generic,2971,41,149.33,37,6,2,0,0,0,0.0,3.64,0.0138,0.1622,0.3333,24.89,74.67,,0.0,2,False,,,,synthetic
2026-06-10,Meta,C-MTA-AI,saas_founders,prospecting,Remote,pre_seed,ai_saas,enterprise,ai_focused,1538,18,75.09,14,3,3,1,0,0,0.0,4.17,0.0117,0.2143,1.0,25.03,25.03,,0.0,2,False,,,,synthetic
2026-06-10,Meta,C-MTA-RET,retargeting,retargeting,Remote,seed,ai_saas,enterprise,enterprise_ready,119,4,11.85,3,0,0,0,0,0,0.0,2.96,0.0336,0.0,0.0,,,,0.0,2,False,,,,synthetic
2026-06-10,Google Search,C-GGL-RET,retargeting,retargeting,Remote,seed,ai_saas,generic,generic,253,8,49.79,8,3,0,0,0,0,0.0,6.22,0.0316,0.375,0.0,16.6,,,0.0,2,False,,,,synthetic
2026-06-11,Google Search,C-GGL-ENT,ai_founders,prospecting,SF Bay,seed,ai_saas,enterprise,enterprise_ready,267,12,141.36,11,1,1,1,1,0,0.0,11.78,0.0449,0.0909,1.0,141.36,141.36,,0.0,3,False,ent_vs_gen_ggl,treatment,,synthetic
2026-06-11,Google Search,C-GGL-GEN,saas_founders,prospecting,Remote,pre_seed,ai_saas,generic,generic,270,18,146.36,12,0,0,0,0,0,0.0,8.13,0.0667,0.0,0.0,,,,0.0,3,False,ent_vs_gen_ggl,control,,synthetic
2026-06-11,LinkedIn,C-LNK-ENT,ai_founders,prospecting,NYC,seed,ai_saas,enterprise,enterprise_ready,3241,21,184.33,16,2,2,2,2,1,4681.89,8.78,0.0065,0.125,1.0,92.17,92.17,184.33,25.3995,3,False,,,,synthetic
2026-06-11,LinkedIn,C-LNK-FND,startup_operators,prospecting,Remote,seed,fintech,fundraising,enterprise_ready,1667,10,79.55,10,0,0,0,0,0,0.0,7.96,0.006,0.0,0.0,,,,0.0,3,False,,,,synthetic
2026-06-11,Meta,C-MTA-GEN,ai_founders,prospecting,Remote,pre_seed,ai_infra,generic,generic,2536,35,143.02,28,5,2,0,0,0,0.0,4.09,0.0138,0.1786,0.4,28.6,71.51,,0.0,3,False,,,,synthetic
2026-06-11,Meta,C-MTA-AI,saas_founders,prospecting,Remote,pre_seed,ai_saas,enterprise,ai_focused,1453,17,72.72,13,1,0,0,0,0,0.0,4.28,0.0117,0.0769,0.0,72.72,,,0.0,3,False,,,,synthetic
2026-06-11,Meta,C-MTA-RET,retargeting,retargeting,Remote,seed,ai_saas,enterprise,enterprise_ready,119,4,12.23,3,0,0,0,0,0,0.0,3.06,0.0336,0.0,0.0,,,,0.0,3,False,,,,synthetic
2026-06-11,Google Search,C-GGL-RET,retargeting,retargeting,Remote,seed,ai_saas,generic,generic,253,8,47.8,6,1,1,1,0,0,0.0,5.97,0.0316,0.1667,1.0,47.8,47.8,,0.0,3,False,,,,synthetic
2026-06-12,Google Search,C-GGL-ENT,ai_founders,prospecting,SF Bay,seed,ai_saas,enterprise,enterprise_ready,289,13,144.91,7,1,1,1,1,1,4310.59,11.15,0.045,0.1429,1.0,144.91,144.91,144.91,29.7467,4,False,ent_vs_gen_ggl,treatment,,synthetic
2026-06-12,Google Search,C-GGL-GEN,saas_founders,prospecting,Remote,pre_seed,ai_saas,generic,generic,270,18,145.36,16,3,1,0,0,0,0.0,8.08,0.0667,0.1875,0.3333,48.45,145.36,,0.0,4,False,ent_vs_gen_ggl,control,,synthetic
2026-06-12,LinkedIn,C-LNK-ENT,ai_founders,prospecting,NYC,seed,ai_saas,enterprise,enterprise_ready,2932,19,160.92,16,3,2,2,0,0,0.0,8.47,0.0065,0.1875,0.6667,53.64,80.46,,0.0,4,False,,,,synthetic
2026-06-12,LinkedIn,C-LNK-FND,startup_operators,prospecting,Remote,seed,fintech,fundraising,enterprise_ready,1333,8,62.48,3,0,0,0,0,0,0.0,7.81,0.006,0.0,0.0,,,,0.0,4,False,,,,synthetic
2026-06-12,Meta,C-MTA-GEN,ai_founders,prospecting,Remote,pre_seed,ai_infra,generic,generic,2174,30,116.8,26,3,1,1,1,0,0.0,3.89,0.0138,0.1154,0.3333,38.93,116.8,,0.0,4,False,,,,synthetic
2026-06-12,Meta,C-MTA-AI,saas_founders,prospecting,Remote,pre_seed,ai_saas,enterprise,ai_focused,1282,15,64.16,10,1,1,1,0,0,0.0,4.28,0.0117,0.1,1.0,64.16,64.16,,0.0,4,False,,,,synthetic
2026-06-12,Meta,C-MTA-RET,retargeting,retargeting,Remote,seed,ai_saas,enterprise,enterprise_ready,119,4,11.66,3,1,1,1,0,0,0.0,2.92,0.0336,0.3333,1.0,11.66,11.66,,0.0,4,False,,,,synthetic
2026-06-12,Google Search,C-GGL-RET,retargeting,retargeting,Remote,seed,ai_saas,generic,generic,253,8,47.19,7,0,0,0,0,0,0.0,5.9,0.0316,0.0,0.0,,,,0.0,4,False,,,,synthetic
2026-06-13,Google Search,C-GGL-ENT,ai_founders,prospecting,SF Bay,seed,ai_saas,enterprise,enterprise_ready,289,13,161.85,11,2,1,1,1,0,0.0,12.45,0.045,0.1818,0.5,80.92,161.85,,0.0,5,True,ent_vs_gen_ggl,treatment,,synthetic
2026-06-13,Google Search,C-GGL-GEN,saas_founders,prospecting,Remote,pre_seed,ai_saas,generic,generic,300,20,157.9,14,7,2,0,0,0,0.0,7.9,0.0667,0.5,0.2857,22.56,78.95,,0.0,5,True,ent_vs_gen_ggl,control,,synthetic
2026-06-13,LinkedIn,C-LNK-ENT,ai_founders,prospecting,NYC,seed,ai_saas,enterprise,enterprise_ready,926,6,49.44,5,2,1,1,0,0,0.0,8.24,0.0065,0.4,0.5,24.72,49.44,,0.0,5,True,,,,synthetic
2026-06-13,LinkedIn,C-LNK-FND,startup_operators,prospecting,Remote,seed,fintech,fundraising,enterprise_ready,1000,6,48.88,5,1,1,1,1,0,0.0,8.15,0.006,0.2,1.0,48.88,48.88,,0.0,5,True,,,,synthetic
2026-06-13,Meta,C-MTA-GEN,ai_founders,prospecting,Remote,pre_seed,ai_infra,generic,generic,942,13,51.91,11,1,1,0,0,0,0.0,3.99,0.0138,0.0909,1.0,51.91,51.91,,0.0,5,True,,,,synthetic
2026-06-13,Meta,C-MTA-AI,saas_founders,prospecting,Remote,pre_seed,ai_saas,enterprise,ai_focused,940,11,50.29,9,0,0,0,0,0,0.0,4.57,0.0117,0.0,0.0,,,,0.0,5,True,,,,synthetic
2026-06-13,Meta,C-MTA-RET,retargeting,retargeting,Remote,seed,ai_saas,enterprise,enterprise_ready,119,4,13.46,4,2,1,1,1,1,4551.9,3.37,0.0336,0.5,0.5,6.73,13.46,13.46,338.1798,5,True,,,,synthetic
2026-06-13,Google Search,C-GGL-RET,retargeting,retargeting,Remote,seed,ai_saas,generic,generic,285,9,52.91,8,0,0,0,0,0,0.0,5.88,0.0316,0.0,0.0,,,,0.0,5,True,,,,synthetic
2026-06-14,Google Search,C-GGL-ENT,ai_founders,prospecting,SF Bay,seed,ai_saas,enterprise,enterprise_ready,289,13,145.8,10,0,0,0,0,0,0.0,11.22,0.045,0.0,0.0,,,,0.0,6,True,ent_vs_gen_ggl,treatment,,synthetic
2026-06-14,Google Search,C-GGL-GEN,saas_founders,prospecting,Remote,pre_seed,ai_saas,generic,generic,255,17,139.38,14,0,0,0,0,0,0.0,8.2,0.0667,0.0,0.0,,,,0.0,6,True,ent_vs_gen_ggl,control,,synthetic
2026-06-14,LinkedIn,C-LNK-ENT,ai_founders,prospecting,NYC,seed,ai_saas,enterprise,enterprise_ready,772,5,47.61,5,0,0,0,0,0,0.0,9.52,0.0065,0.0,0.0,,,,0.0,6,True,,,,synthetic
2026-06-14,LinkedIn,C-LNK-FND,startup_operators,prospecting,Remote,seed,fintech,fundraising,enterprise_ready,1167,7,53.39,6,0,0,0,0,0,0.0,7.63,0.006,0.0,0.0,,,,0.0,6,True,,,,synthetic
2026-06-14,Meta,C-MTA-GEN,ai_founders,prospecting,Remote,pre_seed,ai_infra,generic,generic,870,12,48.08,11,3,0,0,0,0,0.0,4.01,0.0138,0.2727,0.0,16.03,,,0.0,6,True,,,,synthetic
